Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,Diagnosed,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
33,Male,United States,New Hampshire,No,Yes,Yes,Never,Yes,26 to 100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Maybe,Yes,Some of them,No,No,Yes,No,NA
33,Male,United States,California,No,No,No,NA,No,More than 1000,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Yes,No,NA
33,Male,United States,Ohio,No,Yes,Yes,Often,Yes,More than 1000,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No,NA
31,Female,United States,Ohio,No,Yes,Yes,Rarely,Yes,More than 1000,No,No,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,NA
21,Male,United States,Massachusetts,No,Yes,No,Never,Yes,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,Yes,NA
26,Female,United States,Oklahoma,No,No,Yes,Sometimes,Yes,100 to 500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No,NA
30,Male,United States,California,No,Yes,No,Often,Yes,6 to 25,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,NA
55,Male,United States,Idaho,No,Yes,Yes,Sometimes,Yes,1 to 5,Yes,Yes,No,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,Yes,NA
28,Female,United States,New York,No,No,Yes,Rarely,Yes,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,NA
21,Male,United States,California,No,No,No,Sometimes,Yes,6 to 25,No,No,Don't know,Not sure,No,Yes,Yes,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,NA
24,Male,United States,Texas,No,Yes,Yes,Sometimes,Yes,100 to 500,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,NA
26,Female,United States,Maryland,No,No,No,NA,No,More than 1000,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,NA
23,Male,United States,Indiana,No,No,No,NA,No,More than 1000,No,No,Yes,No,No,No,Don't know,Don't know,No,No,Yes,No,No,Yes,Don't know,No,NA
24,Female,United States,Oregon,No,No,No,NA,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Yes,No,NA
24,Female,United States,New York,No,Yes,Yes,Rarely,Yes,6 to 25,No,Yes,No,No,No,No,Don't know,Very easy,Yes,No,No,Some of them,No,Yes,Yes,No,NA
33,Male,United States,Mississippi,Yes,No,Yes,Often,Yes,1 to 5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Yes,Yes,Don't know,No,NA
34,Male,United States,New Jersey,No,No,No,Sometimes,Yes,26 to 100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,NA
27,Female,United States,California,No,No,Yes,Sometimes,Yes,26 to 100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,I talked to a psychiatrist once about taking medical leave for mental health issues with his referral. He was willing to help but warned me that I may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). I've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.
28,Male,United States,Tennessee,No,No,No,Never,Yes,6 to 25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,NA
26,Male,United States,Washington,No,No,No,NA,No,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,Yes,NA
23,Female,United States,Massachusetts,No,No,Yes,Sometimes,Yes,26 to 100,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,NA
29,Male,United States,Pennsylvania,No,Yes,Yes,Rarely,Yes,1 to 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,NA
36,Male,United States,Kentucky,No,No,No,Rarely,Yes,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,NA
41,Male,United States,Pennsylvania,No,No,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,Yes,NA
33,Female,United States,Massachusetts,No,No,No,NA,No,100 to 500,Yes,Yes,Yes,No,Don't know,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,NA
39,Male,United States,California,No,Yes,No,Often,Yes,More than 1000,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,NA
34,Male,United States,Vermont,No,Yes,No,NA,No,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,NA
26,Female,United States,California,No,No,Yes,Sometimes,Yes,100 to 500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,NA
24,Male,United States,Arizona,No,No,Yes,Rarely,Yes,26 to 100,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,NA
43,Male,United States,Massachusetts,Yes,Yes,Yes,Often,Yes,6 to 25,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,So much depends upon the organization. 
40,Other,United States,Virginia,No,Yes,No,Never,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Maybe,No,Some of them,No,Maybe,Yes,No,NA
30,Male,United States,Washington,No,Yes,Yes,Often,Yes,More than 1000,No,Yes,Yes,Yes,Yes,No,Don't know,Very difficult,Yes,No,Some of them,No,No,No,No,Yes,NA
34,Male,United States,California,No,No,Yes,Sometimes,Yes,6 to 25,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,Don't know,No,Now at starutp.  Previously worked at big tech company which was actually quite good at supporting mental health issues.  Still wouldn't share with bosses/other employees though as there remains a strong negative stigma.
27,Male,United States,Oregon,No,Yes,Yes,Sometimes,Yes,100 to 500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,No,NA
36,Male,United States,Michigan,No,No,No,Sometimes,Yes,More than 1000,No,Yes,Don't know,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Don't know,No,NA
37,Male,United States,Oregon,No,No,No,NA,No,500 to 1000,No,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,NA
33,Female,United States,California,No,No,No,Never,Yes,500 to 1000,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,Yes,No,No,Yes,No,I currently have the best managers I've ever worked with. I don't have any issues but one of my coworkers recently did and it was handled extremely well. 
28,Male,United States,Utah,No,No,No,Sometimes,Yes,6 to 25,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Don't know,No,NA
26,Female,United States,California,No,Yes,No,Never,Yes,26 to 100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,Maybe,No,No,NA
27,Male,United States,Texas,No,Yes,Yes,Sometimes,Yes,6 to 25,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,Yes,No,NA
57,Male,United States,California,No,Yes,Yes,Rarely,Yes,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,No,No,NA
31,Male,United States,Oregon,No,No,Yes,Sometimes,Yes,100 to 500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,NA
58,Male,United States,California,No,No,Yes,Rarely,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,Yes,No,NA
29,Male,United States,Ohio,No,No,No,Sometimes,Yes,6 to 25,No,Yes,Don't know,No,No,No,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No,NA
34,Male,United States,Ohio,No,No,No,Sometimes,Yes,6 to 25,Yes,Yes,Don't know,No,No,No,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,NA
57,Male,United States,California,No,No,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No,NA
30,Female,United States,New York,No,No,No,NA,No,100 to 500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,NA
23,Male,United States,Virginia,No,No,No,Never,Yes,26 to 100,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Yes,No,NA
43,Male,United States,California,No,No,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Yes,Don't know,No,NA
29,Male,United States,Illinois,No,No,Yes,Rarely,Yes,6 to 25,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,NA
48,Male,United States,Texas,No,No,No,Never,Yes,6 to 25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,NA
28,Female,United States,New York,No,Yes,Yes,Sometimes,Yes,26 to 100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No,NA
30,Male,United States,California,Yes,Yes,Yes,Often,Yes,1 to 5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,NA
31,Male,United States,California,No,No,No,NA,No,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No,No,Some of them,No,No,Yes,No,NA
30,Male,United States,Pennsylvania,No,No,No,Rarely,Yes,100 to 500,No,No,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,NA
24,Female,United States,California,Yes,Yes,Yes,Sometimes,Yes,1 to 5,Yes,Yes,No,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,Yes,NA
25,Male,United States,Washington,No,No,No,NA,No,26 to 100,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,NA
23,Female,United States,New York,No,Yes,Yes,Often,Yes,More than 1000,No,Yes,Yes,Not sure,Don't know,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,Yes,NA
36,Male,United States,Texas,No,No,Yes,Sometimes,Yes,More than 1000,No,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes,Stigma is the worst. People first language is a small step but we can't get that right.
25,Female,United States,California,Yes,Yes,Yes,Often,Yes,1 to 5,Yes,Yes,Don't know,Not sure,No,No,Yes,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes,NA
38,Female,United States,Arizona,No,No,Yes,Never,Yes,26 to 100,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,Maybe,No,No,No,No,No,No,NA
35,Female,United States,Ohio,No,No,Yes,Sometimes,Yes,100 to 500,No,Yes,No,Yes,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No,NA
46,Male,United States,California,No,No,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,NA
42,Male,United States,Kansas,No,No,No,Never,Yes,100 to 500,No,No,Yes,No,Yes,No,Don't know,Very difficult,Maybe,No,Yes,Yes,Maybe,Yes,No,No,NA
47,Male,United States,California,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Yes,Yes,No,NA
22,Male,United States,California,No,No,No,NA,No,More than 1000,No,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,NA
33,Female,United States,New York,No,No,Yes,Sometimes,Yes,500 to 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,NA
25,Female,United States,Washington,No,No,No,Sometimes,Yes,6 to 25,No,Yes,No,No,No,No,No,Somewhat easy,Maybe,No,Some of them,No,No,No,Yes,No,NA
29,Male,United States,California,No,No,No,NA,No,More than 1000,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,NA
39,Male,United States,Washington,No,No,No,Never,Yes,26 to 100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,I work for an extremely supportive company and we are amazingly open about mental health issues. Employees often share their struggles with the whole team and receive a high level of support in return.
38,Male,United States,Virginia,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,No,No,No,No,No,No,No,NA
43,Male,United States,North Carolina,No,No,No,NA,No,6 to 25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,NA
46,Male,United States,Ohio,No,No,Yes,Rarely,Yes,500 to 1000,Yes,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,NA
38,Female,United States,Pennsylvania,No,Yes,Yes,Sometimes,Yes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Yes,No,No,No,Yes,NA
62,Male,United States,California,No,No,No,Never,Yes,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA
23,Female,United States,Texas,No,No,No,NA,No,More than 1000,No,No,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,NA
35,Male,United States,Arizona,No,No,No,NA,No,More than 1000,No,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,NA
36,Male,United States,Illinois,Yes,Yes,Yes,Sometimes,Yes,1 to 5,Yes,Yes,Don't know,Yes,Don't know,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Yes,No,NA
41,Female,United States,California,No,Yes,Yes,Rarely,Yes,500 to 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,NA
29,Male,United States,North Carolina,No,No,Yes,Sometimes,Yes,6 to 25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,No,Some of them,No,No,Yes,No,NA
39,Male,United States,Wisconsin,No,Yes,Yes,Often,Yes,26 to 100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,No,No,No,NA
26,Male,United States,California,No,Yes,Yes,Never,Yes,More than 1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,No,No,NA
22,Female,United States,California,No,Yes,Yes,Sometimes,Yes,500 to 1000,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,No,Yes,NA
26,Female,United States,Minnesota,No,Yes,Yes,Often,Yes,100 to 500,No,No,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No,NA
31,Female,United States,Pennsylvania,No,Yes,Yes,Rarely,Yes,100 to 500,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,NA
28,Female,United States,California,No,Yes,Yes,Often,Yes,100 to 500,Yes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,No,No,Yes,NA
36,Male,United States,California,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,No,No,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,No,No,NA
21,Male,United States,California,No,Yes,No,NA,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,NA
25,Female,United States,California,No,Yes,No,NA,No,500 to 1000,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,I'm not aware of anyone with mental health issues at work it's definitely not something that's discussed publicly. There's also a lot of other personal info I don't know about my coworkers so it may just be that we tend not to talk about personal issues.
33,Male,United States,New York,No,No,No,NA,No,26 to 100,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,I'm afraid I haven't seen mental health issues arise at work yet. They are very accommodating with maternity leave but I don't know how that translates to anything else.
24,Male,United States,California,No,No,No,NA,No,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,NA
65,Male,United States,Florida,Yes,No,No,NA,No,6 to 25,Yes,No,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,No,No,No,Yes,No,NA
27,Male,United States,Oregon,No,Yes,Yes,Sometimes,Yes,100 to 500,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,No,No,No,Yes,No,NA
36,Male,United States,Colorado,No,No,Yes,Rarely,Yes,26 to 100,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,NA
28,Male,United States,Georgia,No,No,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,No,No,NA
39,Male,United States,Oregon,No,No,Yes,Sometimes,Yes,500 to 1000,No,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,Yes,Maybe,Yes,Yes,No,Maybe,Don't know,No,NA
32,Male,United States,California,No,No,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,No,No,Yes,Don't know,Somewhat easy,No,No,Yes,Some of them,Maybe,Yes,Don't know,No,NA
31,Male,United States,California,No,Yes,No,Sometimes,Yes,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,Yes,No,No,Mental health issue I have dealt with: acute depression
38,Male,United States,Pennsylvania,No,Yes,Yes,Sometimes,Yes,100 to 500,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No,NA
23,Male,United States,California,No,Yes,Yes,Rarely,Yes,1 to 5,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,No,NA
42,Male,United States,California,No,No,Yes,Often,Yes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Don't know,No,NA
27,Female,United States,New York,No,No,No,Sometimes,Yes,500 to 1000,No,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,NA
26,Female,United States,Massachusetts,No,Yes,Yes,Sometimes,Yes,26 to 100,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,No,Yes,NA
50,Male,United States,Wyoming,No,No,No,Never,Yes,26 to 100,Yes,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No,No,No,Maybe,No,No,NA
37,Male,United States,Pennsylvania,No,Yes,No,Never,Yes,26 to 100,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,NA
23,Male,United States,Rhode Island,No,No,No,NA,No,26 to 100,No,Yes,Don't know,No,Don't know,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,NA
33,Male,United States,Michigan,No,Yes,No,Sometimes,Yes,6 to 25,Yes,Yes,Don't know,Not sure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,NA
34,Male,United States,Illinois,No,Yes,Yes,Sometimes,Yes,26 to 100,Yes,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Thanks for doing this. It will help end the stigma!
41,Male,United States,California,No,Yes,Yes,Often,Yes,More than 1000,No,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,Yes,NA
50,Male,United States,Oregon,No,Yes,No,NA,No,100 to 500,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,NA
35,Male,United States,Indiana,No,No,No,Never,Yes,6 to 25,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA
40,Female,United States,Massachusetts,No,No,No,Never,Yes,26 to 100,No,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Don't know,No,NA
29,Female,United States,Michigan,No,No,No,Never,Yes,26 to 100,No,Yes,Yes,Yes,Yes,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,NA
31,Male,United States,Ohio,No,Yes,Yes,Sometimes,Yes,6 to 25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,NA
43,Male,United States,Ohio,No,No,Yes,Sometimes,Yes,6 to 25,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Don't know,No,NA
34,Male,United States,New Hampshire,No,Yes,Yes,Sometimes,Yes,26 to 100,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,Yes,NA
29,Male,United States,Ohio,No,Yes,Yes,Sometimes,Yes,26 to 100,No,Yes,Don't know,No,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No,It has come to interfere with work as life progresses.Between burn out and enduring more of the work and balancing a family. Changes in my mental health have a larger pond to make ripples in.
41,Male,United States,Tennessee,No,Yes,Yes,Sometimes,Yes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No,NA
29,Male,United States,Oregon,No,Yes,No,Never,Yes,100 to 500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,NA
23,Male,United States,Pennsylvania,No,No,No,Rarely,Yes,100 to 500,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Yes,No,NA
24,Female,United States,Louisiana,No,Yes,Yes,Sometimes,Yes,100 to 500,No,Yes,Yes,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,No,Yes,NA
31,Male,United States,New York,No,No,No,NA,No,26 to 100,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,NA
43,Male,United States,Washington,No,No,No,NA,No,500 to 1000,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No,NA
31,Male,United States,New York,No,Yes,Yes,Rarely,Yes,100 to 500,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,Yes,Yes,Some of them,No,No,No,No,Yes,NA
29,Male,United States,California,No,Yes,No,Often,Yes,100 to 500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,NA
35,Male,United States,Tennessee,Yes,Yes,No,NA,No,6 to 25,Yes,Yes,No,No,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,The supposed divide between mental and physical health needs to done away with and probably will be as our knowledge of the brain increases. That said we are often employed for our ability to provide value. If any issue prevents is from providing value that creates a very real challenge for the employer who is responsible to shareholders and other team members who are providing value. There are no easy answers here.
33,Male,United States,Wisconsin,No,Yes,Yes,Sometimes,Yes,100 to 500,No,No,Yes,Not sure,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No,No,No,NA
30,Female,United States,Wisconsin,Yes,Yes,Yes,Often,Yes,1 to 5,Yes,No,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No,Because I'm self-employed and the only person in my organization I would have liked a not applicable option. I don't want my answers to be misleading.
27,Male,United States,Pennsylvania,No,No,No,NA,No,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No,NA
32,Male,United States,Michigan,No,No,No,Sometimes,Yes,100 to 500,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,NA
50,Male,United States,Wyoming,No,No,No,Sometimes,Yes,1 to 5,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,I work for a very small firm that doesn't really have a dedicated H/R person. Also for the question:If you have a mental health condition do you feel that it interferes with your work?...I don't have a diagnosed mental health condition but I suspect I might have some slight depression issues. Definitely have Imposter Syndrome.
24,Male,United States,Kentucky,No,No,No,Never,Yes,26 to 100,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,Yes,Some of them,No,No,Maybe,No,No,NA
27,Male,United States,New York,No,No,No,NA,No,26 to 100,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,NA
32,Male,United States,Texas,No,No,Yes,Sometimes,Yes,6 to 25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,I went through a divorce and was pretty depressed I went to therapy and my boss (one of the owners) was extremely supportive. I'm not sure I would have got through that rough time with out my co-workers and boss.
42,Male,United States,Wisconsin,Yes,No,No,Rarely,Yes,6 to 25,Yes,No,No,Yes,No,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA
37,Male,United States,Washington,No,No,No,Often,Yes,More than 1000,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No,NA
29,Male,United States,Washington,No,No,No,Rarely,Yes,More than 1000,No,Yes,Yes,No,No,No,Don't know,Very easy,Yes,Maybe,Some of them,No,No,No,Don't know,No,NA
